months_as_customer,age,policy_deductable,policy_annual_premium,umbrella_limit,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,injury_claim,property_claim,vehicle_claim,auto_year,customer_tenure_days,incident_day_of_week,incident_is_weekend,vehicle_age_at_incident,net_capital,injury_claim_ratio,property_claim_ratio,vehicle_claim_ratio,claim_to_premium_ratio,incident_complexity,policy_state_IN,policy_state_OH,policy_csl_250/500,policy_csl_500/1000,insured_sex_MALE,insured_education_level_College,insured_education_level_High School,insured_education_level_JD,insured_education_level_MD,insured_education_level_Masters,insured_education_level_PhD,insured_occupation_armed-forces,insured_occupation_craft-repair,insured_occupation_exec-managerial,insured_occupation_farming-fishing,insured_occupation_handlers-cleaners,insured_occupation_machine-op-inspct,insured_occupation_other-service,insured_occupation_priv-house-serv,insured_occupation_prof-specialty,insured_occupation_protective-serv,insured_occupation_sales,insured_occupation_tech-support,insured_occupation_transport-moving,insured_hobbies_basketball,insured_hobbies_board-games,insured_hobbies_bungie-jumping,insured_hobbies_camping,insured_hobbies_chess,insured_hobbies_cross-fit,insured_hobbies_dancing,insured_hobbies_exercise,insured_hobbies_golf,insured_hobbies_hiking,insured_hobbies_kayaking,insured_hobbies_movies,insured_hobbies_paintball,insured_hobbies_polo,insured_hobbies_reading,insured_hobbies_skydiving,insured_hobbies_sleeping,insured_hobbies_video-games,insured_hobbies_yachting,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_Rear Collision,collision_type_Side Collision,collision_type_Unknown,incident_severity_Minor Damage,incident_severity_Total Loss,incident_severity_Trivial Damage,authorities_contacted_Fire,authorities_contacted_Other,authorities_contacted_Police,incident_state_NY,incident_state_OH,incident_state_PA,incident_state_SC,incident_state_VA,incident_state_WV,incident_city_Columbus,incident_city_Hillsdale,incident_city_Northbend,incident_city_Northbrook,incident_city_Riverwood,incident_city_Springfield,property_damage_Unknown,property_damage_YES,police_report_available_Unknown,police_report_available_YES,auto_make_Audi,auto_make_BMW,auto_make_Chevrolet,auto_make_Dodge,auto_make_Ford,auto_make_Honda,auto_make_Jeep,auto_make_Mercedes,auto_make_Nissan,auto_make_Saab,auto_make_Suburu,auto_make_Toyota,auto_make_Volkswagen,incident_time_bucket_Evening,incident_time_bucket_Morning,incident_time_bucket_Night
1.0781395802224778,0.9908364694613041,-0.22238259044849376,0.6167046113377183,-0.4794758203104481,1.011330643263252,0.9538505081700629,-0.9562606642355124,-0.8238649762007128,0.009759465477002306,0.461837853772224,-0.18928317351454105,1.1655049667775859,0.7496527191568344,-0.1834403993553725,-1.7277428032755597,1.4951580588242674,1.5348305111596448,0.18344039935536155,1.4231892209376031,-0.9544902923500049,0.8879220276755714,0.08427078959808616,0.289395849324913,-0.18600384606161657,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.20899460156739996,0.334073453910285,1.412783515790431,-0.2425211822310571,1.6979802210630675,-0.9019267788874382,0.9538505081700629,-0.524475295074384,-0.8238649762007128,-1.2101737191482849,-1.3386995878348875,-1.3638219361992567,-1.3726959881951921,-1.8233459324942756,0.3154908772231269,-0.5992878107715729,-0.5301153022651569,-0.6515377383555188,-0.3154908772231378,0.04317653208136333,0.28844393089235454,0.3126013846145672,-0.4866762733408288,-1.6052372399514743,-1.9407571107938504,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
-0.6080016783683733,-1.0889130797835898,1.412783515790431,0.6422326608104326,1.6979802210630675,0.35802323082155296,0.9538505081700629,-0.6684037514614268,1.1400563019893057,1.2296926501022896,1.3621065745757797,0.054643724844064816,-0.7360720558613336,-0.785564512155687,0.3154908772231269,0.20217593307944354,1.4951580588242674,1.5348305111596448,-0.3154908772231378,0.9519653759623017,1.6387922228099792,-0.5663607089508563,-0.9053707861626996,-0.7816310504596315,2.1536671735813617,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.45235519559082177,0.2246129513184485,1.412783515790431,0.6528864214250482,2.1334714293377703,0.8533881919037205,-1.2675773539696165,-0.9562606642355124,-0.8238649762007128,0.009759465477002306,0.461837853772224,-0.22412987328005615,-0.21972235178598903,0.6776066379082136,1.4796638559062922,1.5853712605249244,0.9888397185519114,1.5348305111596448,-1.4796638559063031,-0.3063576386420745,-0.7749553489927752,-0.7948908532778661,1.2718406805110285,0.04105419413715559,-0.18600384606161657,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.20899460156739996,0.5529944590939581,-0.22238259044849376,1.3419798531788798,2.1334714293377703,1.4672099915055368,-0.6837405440482903,1.2026661815701296,-0.8238649762007128,-1.2101737191482849,-0.4384308670313317,-1.2572320310341516,-1.3996540048738246,-1.7682518703629773,0.6481117282754599,-1.6696441303941663,-1.0364336425375131,-0.6515377383555188,-0.6481117282754707,0.561004933153123,1.1999290279367514,-0.7948908532778661,-0.3610679194942681,-1.610557763568464,-1.355839355883106,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.45235519559082177,0.005691946134775455,-0.22238259044849376,0.3880175421447501,-0.4794758203104481,-0.9019267788874382,0.9538505081700629,1.0587377251830867,1.1400563019893057,-1.2101737191482849,0.461837853772224,-0.20978123220013817,-0.20520649665134078,0.7072726713635281,-0.349750824881539,-0.646213661945006,0.48252137827955527,-0.6515377383555188,0.34975082488152803,0.04317653208136333,-0.7749553489927752,-0.7948908532778661,1.2718406805110285,0.1490784955589519,0.39891390884912803,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
-0.5819273290087209,-0.5416105668244071,-0.22238259044849376,0.3152851379488144,-0.4794758203104481,-0.9019267788874382,-1.7873345140215287,-1.6759029461707264,1.1400563019893057,-1.2101737191482849,-1.3386995878348875,2.8731267941136704,-0.05175317094220225,0.6421133478813196,1.1470430048539593,0.22228701215377203,-1.0364336425375131,-0.6515377383555188,-1.1470430048539701,-1.9504628120449117,2.6362085747945883,-0.9818700622726926,-1.4001915740430917,0.6177811936419904,-0.7709216009723612,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
-0.3385667349852991,-0.21322905904889758,-0.22238259044849376,-0.4891557404594162,-0.4794758203104481,-0.9019267788874382,0.9538505081700629,1.634451550731258,1.1400563019893057,1.2296926501022896,0.461837853772224,0.3990111107620966,0.4106804997758774,-0.2701171808695989,1.6459742814324587,1.6445872155771137,0.48252137827955527,-0.6515377383555188,-1.6459742814324694,0.04317653208136333,0.840859141222292,0.8879220276755714,-1.4001915740430917,0.06502375082842475,1.5687494186706172,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1.5379868055293064,-0.6510710694162436,-1.0399656435679563,0.764546027866696,-0.4794758203104481,-0.9019267788874382,0.9538505081700629,1.3465946379571725,-0.8238649762007128,0.009759465477002306,-0.4384308670313317,-0.9559105683558737,-0.9600309636530493,-0.835361068312822,1.1470430048539593,0.6811175569606736,0.48252137827955527,-0.6515377383555188,-1.1470430048539701,0.04317653208136333,-0.7749553489927752,-0.7948908532778661,1.2718406805110285,-0.9977783421128373,-0.7709216009723612,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.0699314049825875,0.334073453910285,-1.0399656435679563,0.24288054177179058,-0.4794758203104481,-0.9019267788874382,-0.44522184731213893,0.33909544324787283,-0.8238649762007128,1.2296926501022896,-0.4384308670313317,-0.5602980357238491,-0.5598081006548906,-0.2664089266876846,-1.5139238035647045,-1.2957270305677628,-1.542751982809869,-0.6515377383555188,1.5139238035646931,-0.9743562760246447,-0.5555237515561613,-0.5663607089508563,0.9089721027320734,-0.47180767955692976,-0.18600384606161657,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
